hotspot_id,region_id,date,centroid_lat,centroid_lon,avg_estimated_aqi,max_estimated_aqi,severity,affected_cell_count
HS_kanpur_industrial_2025-11-07_233,kanpur_industrial,2025-11-07,26.575,80.4214,252.2,272.0,Poor,7
HS_kanpur_industrial_2025-11-08_234,kanpur_industrial,2025-11-08,26.425,80.2,276.4,313.9,Very Poor,10
HS_kanpur_industrial_2025-11-08_235,kanpur_industrial,2025-11-08,26.4265,80.4176,281.5,330.4,Very Poor,34
HS_kanpur_industrial_2025-11-08_236,kanpur_industrial,2025-11-08,26.575,80.2,327.6,345.8,Very Poor,2
HS_kanpur_industrial_2025-11-08_237,kanpur_industrial,2025-11-08,26.575,80.4214,254.5,332.4,Very Poor,7
HS_kanpur_industrial_2025-11-09_238,kanpur_industrial,2025-11-09,26.425,80.2,271.8,320.5,Very Poor,10
HS_kanpur_industrial_2025-11-09_239,kanpur_industrial,2025-11-09,26.425,80.4137,235.7,296.9,Poor,31
HS_kanpur_industrial_2025-11-09_240,kanpur_industrial,2025-11-09,26.575,80.2,270.8,284.2,Poor,2
HS_kanpur_industrial_2025-11-09_241,kanpur_industrial,2025-11-09,26.575,80.4214,278.4,311.2,Very Poor,7
HS_kanpur_industrial_2025-11-10_242,kanpur_industrial,2025-11-10,26.425,80.2,244.1,262.2,Poor,10
HS_kanpur_industrial_2025-11-10_243,kanpur_industrial,2025-11-10,26.4265,80.4176,264.9,356.7,Very Poor,34
HS_kanpur_industrial_2025-11-10_244,kanpur_industrial,2025-11-10,26.575,80.225,224.4,224.4,Poor,1
HS_kanpur_industrial_2025-11-10_245,kanpur_industrial,2025-11-10,26.575,80.4458,297.7,323.9,Very Poor,6
HS_kanpur_industrial_2025-11-11_246,kanpur_industrial,2025-11-11,26.35,80.2,249.4,266.5,Poor,4
HS_kanpur_industrial_2025-11-11_247,kanpur_industrial,2025-11-11,26.3958,80.4094,230.7,274.2,Poor,24
HS_kanpur_industrial_2025-11-11_248,kanpur_industrial,2025-11-11,26.575,80.41,219.0,245.8,Poor,5
HS_kanpur_industrial_2025-11-12_249,kanpur_industrial,2025-11-12,26.425,80.2,273.9,293.4,Poor,10
HS_kanpur_industrial_2025-11-12_250,kanpur_industrial,2025-11-12,26.4286,80.3946,235.7,294.3,Poor,28
HS_kanpur_industrial_2025-11-12_251,kanpur_industrial,2025-11-12,26.575,80.2,278.8,291.9,Poor,2
HS_kanpur_industrial_2025-11-12_252,kanpur_industrial,2025-11-12,26.575,80.4214,245.8,298.8,Poor,7
HS_kanpur_industrial_2025-11-13_253,kanpur_industrial,2025-11-13,26.4306,80.2028,254.0,271.6,Poor,9
HS_kanpur_industrial_2025-11-13_254,kanpur_industrial,2025-11-13,26.4375,80.4125,227.0,264.6,Poor,28
HS_kanpur_industrial_2025-11-13_255,kanpur_industrial,2025-11-13,26.575,80.2,281.7,309.1,Very Poor,2
HS_kanpur_industrial_2025-11-13_256,kanpur_industrial,2025-11-13,26.575,80.4214,228.0,299.7,Poor,7
HS_kanpur_industrial_2025-11-14_257,kanpur_industrial,2025-11-14,26.375,80.2,253.8,300.7,Very Poor,6
HS_kanpur_industrial_2025-11-14_258,kanpur_industrial,2025-11-14,26.425,80.441,244.1,325.5,Very Poor,25
HS_kanpur_industrial_2025-11-14_259,kanpur_industrial,2025-11-14,26.575,80.4458,238.2,258.2,Poor,6
HS_kanpur_industrial_2025-11-15_260,kanpur_industrial,2025-11-15,26.425,80.2,235.5,289.4,Poor,10
HS_kanpur_industrial_2025-11-15_261,kanpur_industrial,2025-11-15,26.4265,80.4176,256.9,318.4,Very Poor,34
HS_kanpur_industrial_2025-11-15_262,kanpur_industrial,2025-11-15,26.575,80.2,245.6,249.1,Poor,2
HS_kanpur_industrial_2025-11-15_263,kanpur_industrial,2025-11-15,26.575,80.4375,247.6,268.8,Poor,6
HS_punjab_stubble_belt_2025-10-15_264,punjab_stubble_belt,2025-10-15,31.325,74.725,221.9,234.2,Poor,5
HS_punjab_stubble_belt_2025-10-15_265,punjab_stubble_belt,2025-10-15,31.325,75.015,220.6,243.7,Poor,5
HS_punjab_stubble_belt_2025-10-15_266,punjab_stubble_belt,2025-10-15,31.325,75.25,223.5,242.5,Poor,3
HS_punjab_stubble_belt_2025-10-15_267,punjab_stubble_belt,2025-10-15,31.4812,74.7271,226.8,275.0,Poor,24
HS_punjab_stubble_belt_2025-10-15_268,punjab_stubble_belt,2025-10-15,31.4895,75.0153,242.2,292.5,Poor,31
HS_punjab_stubble_belt_2025-10-15_269,punjab_stubble_belt,2025-10-15,31.535,75.2483,233.6,261.9,Poor,15
HS_punjab_stubble_belt_2025-10-15_270,punjab_stubble_belt,2025-10-15,31.7773,74.7227,225.8,258.6,Poor,22
HS_punjab_stubble_belt_2025-10-15_271,punjab_stubble_belt,2025-10-15,31.7667,75.0042,217.8,250.7,Poor,24
HS_punjab_stubble_belt_2025-10-15_272,punjab_stubble_belt,2025-10-15,31.7776,75.2408,245.1,270.9,Poor,19
HS_punjab_stubble_belt_2025-10-16_273,punjab_stubble_belt,2025-10-16,31.325,74.725,339.5,366.0,Very Poor,5
HS_punjab_stubble_belt_2025-10-16_274,punjab_stubble_belt,2025-10-16,31.325,74.975,245.3,357.2,Very Poor,5
HS_punjab_stubble_belt_2025-10-16_275,punjab_stubble_belt,2025-10-16,31.325,75.2437,236.7,259.7,Poor,4
HS_punjab_stubble_belt_2025-10-16_276,punjab_stubble_belt,2025-10-16,31.4702,74.7226,249.5,332.4,Very Poor,21
HS_punjab_stubble_belt_2025-10-16_277,punjab_stubble_belt,2025-10-16,31.4971,75.0,239.9,300.4,Very Poor,34
HS_punjab_stubble_belt_2025-10-16_278,punjab_stubble_belt,2025-10-16,31.5045,75.2386,230.3,276.8,Poor,22
HS_punjab_stubble_belt_2025-10-16_279,punjab_stubble_belt,2025-10-16,31.7882,74.7303,227.3,261.1,Poor,19
HS_punjab_stubble_belt_2025-10-16_280,punjab_stubble_belt,2025-10-16,31.788,74.9967,230.6,288.4,Poor,23
HS_punjab_stubble_belt_2025-10-16_281,punjab_stubble_belt,2025-10-16,31.7625,75.2312,264.3,352.2,Very Poor,16
HS_punjab_stubble_belt_2025-10-17_282,punjab_stubble_belt,2025-10-17,31.325,74.725,230.0,293.4,Poor,5
HS_punjab_stubble_belt_2025-10-17_283,punjab_stubble_belt,2025-10-17,31.325,75.0,245.8,279.5,Poor,6
HS_punjab_stubble_belt_2025-10-17_284,punjab_stubble_belt,2025-10-17,31.5019,74.7154,243.2,313.2,Very Poor,26
HS_punjab_stubble_belt_2025-10-17_285,punjab_stubble_belt,2025-10-17,31.5145,74.9908,221.2,249.5,Poor,19
HS_punjab_stubble_belt_2025-10-17_286,punjab_stubble_belt,2025-10-17,31.5139,75.25,214.6,232.8,Poor,9
HS_punjab_stubble_belt_2025-10-17_287,punjab_stubble_belt,2025-10-17,31.7625,74.6969,216.3,234.4,Poor,16
HS_punjab_stubble_belt_2025-10-17_288,punjab_stubble_belt,2025-10-17,31.7725,74.995,243.7,283.3,Poor,20
HS_punjab_stubble_belt_2025-10-17_289,punjab_stubble_belt,2025-10-17,31.8306,75.2556,218.1,244.3,Poor,9
HS_punjab_stubble_belt_2025-10-18_290,punjab_stubble_belt,2025-10-18,31.325,74.775,283.0,303.7,Very Poor,3
HS_punjab_stubble_belt_2025-10-18_291,punjab_stubble_belt,2025-10-18,31.325,74.9917,215.2,221.0,Poor,3
HS_punjab_stubble_belt_2025-10-18_292,punjab_stubble_belt,2025-10-18,31.325,75.2437,233.1,252.2,Poor,4
HS_punjab_stubble_belt_2025-10-18_293,punjab_stubble_belt,2025-10-18,31.4991,74.7216,248.0,292.3,Poor,29
HS_punjab_stubble_belt_2025-10-18_294,punjab_stubble_belt,2025-10-18,31.5009,74.9954,223.7,284.5,Poor,27
HS_punjab_stubble_belt_2025-10-18_295,punjab_stubble_belt,2025-10-18,31.5292,75.2479,216.3,257.3,Poor,12
HS_punjab_stubble_belt_2025-10-18_296,punjab_stubble_belt,2025-10-18,31.8058,74.7404,250.3,306.1,Very Poor,13
HS_punjab_stubble_belt_2025-10-18_297,punjab_stubble_belt,2025-10-18,31.7544,74.9691,219.6,248.4,Poor,17
HS_punjab_stubble_belt_2025-10-18_298,punjab_stubble_belt,2025-10-18,31.725,75.2525,236.9,260.2,Poor,10
HS_punjab_stubble_belt_2025-10-19_299,punjab_stubble_belt,2025-10-19,31.325,74.7083,223.6,263.4,Poor,3
HS_punjab_stubble_belt_2025-10-19_300,punjab_stubble_belt,2025-10-19,31.325,74.975,217.9,236.6,Poor,4
HS_punjab_stubble_belt_2025-10-19_301,punjab_stubble_belt,2025-10-19,31.325,75.2,210.4,212.6,Poor,2
HS_punjab_stubble_belt_2025-10-19_302,punjab_stubble_belt,2025-10-19,31.5309,74.7221,211.0,235.6,Poor,17
HS_punjab_stubble_belt_2025-10-19_303,punjab_stubble_belt,2025-10-19,31.4833,74.9694,221.7,251.3,Poor,18
HS_punjab_stubble_belt_2025-10-19_304,punjab_stubble_belt,2025-10-19,31.6,75.2875,217.6,226.2,Poor,4
HS_punjab_stubble_belt_2025-10-19_305,punjab_stubble_belt,2025-10-19,31.735,74.655,226.9,273.0,Poor,5
HS_punjab_stubble_belt_2025-10-19_306,punjab_stubble_belt,2025-10-19,31.775,74.9691,237.7,299.2,Poor,17
HS_punjab_stubble_belt_2025-10-19_307,punjab_stubble_belt,2025-10-19,31.77,75.2575,232.7,270.4,Poor,10
HS_punjab_stubble_belt_2025-10-20_308,punjab_stubble_belt,2025-10-20,31.325,74.7083,220.3,249.0,Poor,3
HS_punjab_stubble_belt_2025-10-20_309,punjab_stubble_belt,2025-10-20,31.325,74.9875,226.0,239.3,Poor,4
HS_punjab_stubble_belt_2025-10-20_310,punjab_stubble_belt,2025-10-20,31.325,75.2667,210.1,214.0,Poor,3
HS_punjab_stubble_belt_2025-10-20_311,punjab_stubble_belt,2025-10-20,31.4844,74.7062,219.2,252.2,Poor,16
HS_punjab_stubble_belt_2025-10-20_312,punjab_stubble_belt,2025-10-20,31.4938,74.9937,232.1,290.1,Poor,32
HS_punjab_stubble_belt_2025-10-20_313,punjab_stubble_belt,2025-10-20,31.52,75.2325,220.7,244.9,Poor,10
HS_punjab_stubble_belt_2025-10-20_314,punjab_stubble_belt,2025-10-20,31.815,74.77,224.8,247.3,Poor,10
HS_punjab_stubble_belt_2025-10-20_315,punjab_stubble_belt,2025-10-20,31.7483,74.9783,228.0,256.9,Poor,15
HS_punjab_stubble_belt_2025-10-20_316,punjab_stubble_belt,2025-10-20,31.7806,75.2528,233.9,273.8,Poor,9
HS_punjab_stubble_belt_2025-10-21_317,punjab_stubble_belt,2025-10-21,31.325,74.675,228.8,228.8,Poor,1
HS_punjab_stubble_belt_2025-10-21_318,punjab_stubble_belt,2025-10-21,31.325,75.125,205.5,205.5,Poor,1
HS_punjab_stubble_belt_2025-10-21_319,punjab_stubble_belt,2025-10-21,31.325,75.2875,232.2,238.2,Poor,2
HS_punjab_stubble_belt_2025-10-21_320,punjab_stubble_belt,2025-10-21,31.5156,74.7438,225.8,250.1,Poor,16
HS_punjab_stubble_belt_2025-10-21_321,punjab_stubble_belt,2025-10-21,31.5171,74.9671,249.3,340.5,Very Poor,19
HS_punjab_stubble_belt_2025-10-21_322,punjab_stubble_belt,2025-10-21,31.4964,75.2429,216.0,242.0,Poor,7
HS_punjab_stubble_belt_2025-10-21_323,punjab_stubble_belt,2025-10-21,31.7333,74.775,220.6,237.0,Poor,6
HS_punjab_stubble_belt_2025-10-21_324,punjab_stubble_belt,2025-10-21,31.7904,75.0327,225.7,248.7,Poor,13
HS_punjab_stubble_belt_2025-10-21_325,punjab_stubble_belt,2025-10-21,31.865,75.23,208.2,210.2,Poor,5
HS_punjab_stubble_belt_2025-10-22_326,punjab_stubble_belt,2025-10-22,31.325,74.725,237.1,243.1,Poor,5
HS_punjab_stubble_belt_2025-10-22_327,punjab_stubble_belt,2025-10-22,31.325,75.0,266.6,297.6,Poor,6
HS_punjab_stubble_belt_2025-10-22_328,punjab_stubble_belt,2025-10-22,31.325,75.2437,205.6,211.4,Poor,4
HS_punjab_stubble_belt_2025-10-22_329,punjab_stubble_belt,2025-10-22,31.4923,74.7212,236.0,266.5,Poor,26
HS_punjab_stubble_belt_2025-10-22_330,punjab_stubble_belt,2025-10-22,31.5104,74.9896,236.1,266.2,Poor,24
HS_punjab_stubble_belt_2025-10-22_331,punjab_stubble_belt,2025-10-22,31.5361,75.2389,221.4,252.4,Poor,9
HS_punjab_stubble_belt_2025-10-22_332,punjab_stubble_belt,2025-10-22,31.7673,74.7596,233.3,264.4,Poor,13
HS_punjab_stubble_belt_2025-10-22_333,punjab_stubble_belt,2025-10-22,31.7596,75.0173,234.1,300.7,Very Poor,13
HS_punjab_stubble_belt_2025-10-22_334,punjab_stubble_belt,2025-10-22,31.7779,75.2412,233.5,264.1,Poor,17
HS_punjab_stubble_belt_2025-10-23_335,punjab_stubble_belt,2025-10-23,31.325,74.725,268.7,301.4,Very Poor,5
HS_punjab_stubble_belt_2025-10-23_336,punjab_stubble_belt,2025-10-23,31.325,75.0,265.6,296.8,Poor,6
HS_punjab_stubble_belt_2025-10-23_337,punjab_stubble_belt,2025-10-23,31.325,75.2437,288.4,299.4,Poor,4
HS_punjab_stubble_belt_2025-10-23_338,punjab_stubble_belt,2025-10-23,31.5,74.725,271.9,327.3,Very Poor,30
HS_punjab_stubble_belt_2025-10-23_339,punjab_stubble_belt,2025-10-23,31.501,75.017,245.2,294.9,Poor,25
HS_punjab_stubble_belt_2025-10-23_340,punjab_stubble_belt,2025-10-23,31.5011,75.2413,272.0,312.6,Very Poor,23
HS_punjab_stubble_belt_2025-10-23_341,punjab_stubble_belt,2025-10-23,31.775,74.7276,244.1,300.5,Very Poor,19
HS_punjab_stubble_belt_2025-10-23_342,punjab_stubble_belt,2025-10-23,31.775,75.0,245.7,319.5,Very Poor,30
HS_punjab_stubble_belt_2025-10-23_343,punjab_stubble_belt,2025-10-23,31.7776,75.2408,259.8,300.6,Very Poor,19
HS_punjab_stubble_belt_2025-10-24_344,punjab_stubble_belt,2025-10-24,31.325,74.725,269.2,293.4,Poor,5
HS_punjab_stubble_belt_2025-10-24_345,punjab_stubble_belt,2025-10-24,31.325,75.0,234.8,263.7,Poor,6
HS_punjab_stubble_belt_2025-10-24_346,punjab_stubble_belt,2025-10-24,31.325,75.25,239.4,261.2,Poor,3
HS_punjab_stubble_belt_2025-10-24_347,punjab_stubble_belt,2025-10-24,31.5018,74.7196,266.9,330.4,Very Poor,28
HS_punjab_stubble_belt_2025-10-24_348,punjab_stubble_belt,2025-10-24,31.475,74.9769,242.1,280.4,Poor,26
HS_punjab_stubble_belt_2025-10-24_349,punjab_stubble_belt,2025-10-24,31.4955,75.2386,236.4,266.6,Poor,22
HS_punjab_stubble_belt_2025-10-24_350,punjab_stubble_belt,2025-10-24,31.775,74.725,256.3,358.9,Very Poor,25
HS_punjab_stubble_belt_2025-10-24_351,punjab_stubble_belt,2025-10-24,31.8167,74.9806,230.7,322.2,Very Poor,18
HS_punjab_stubble_belt_2025-10-24_352,punjab_stubble_belt,2025-10-24,31.815,75.205,230.3,260.7,Poor,5
HS_punjab_stubble_belt_2025-10-25_353,punjab_stubble_belt,2025-10-25,31.325,74.675,239.8,245.2,Poor,3
HS_punjab_stubble_belt_2025-10-25_354,punjab_stubble_belt,2025-10-25,31.325,75.0,234.9,262.9,Poor,6
HS_punjab_stubble_belt_2025-10-25_355,punjab_stubble_belt,2025-10-25,31.325,75.2437,247.1,293.8,Poor,4
HS_punjab_stubble_belt_2025-10-25_356,punjab_stubble_belt,2025-10-25,31.5,74.725,280.7,370.5,Very Poor,30
HS_punjab_stubble_belt_2025-10-25_357,punjab_stubble_belt,2025-10-25,31.5173,74.9865,236.8,288.0,Poor,13
HS_punjab_stubble_belt_2025-10-25_358,punjab_stubble_belt,2025-10-25,31.4783,75.24,220.3,249.5,Poor,15
HS_punjab_stubble_belt_2025-10-25_359,punjab_stubble_belt,2025-10-25,31.775,74.725,245.5,320.0,Very Poor,25
HS_punjab_stubble_belt_2025-10-25_360,punjab_stubble_belt,2025-10-25,31.7566,74.9618,236.7,315.9,Very Poor,19
HS_punjab_stubble_belt_2025-10-25_361,punjab_stubble_belt,2025-10-25,31.7958,75.2375,213.9,232.6,Poor,12
HS_punjab_stubble_belt_2025-10-26_362,punjab_stubble_belt,2025-10-26,31.325,74.725,255.3,264.8,Poor,5
HS_punjab_stubble_belt_2025-10-26_363,punjab_stubble_belt,2025-10-26,31.325,75.0,265.4,287.1,Poor,6
HS_punjab_stubble_belt_2025-10-26_364,punjab_stubble_belt,2025-10-26,31.325,75.2437,273.1,275.3,Poor,4
HS_punjab_stubble_belt_2025-10-26_365,punjab_stubble_belt,2025-10-26,31.475,74.725,227.3,258.3,Poor,20
HS_punjab_stubble_belt_2025-10-26_366,punjab_stubble_belt,2025-10-26,31.471,75.011,241.8,280.6,Poor,25
HS_punjab_stubble_belt_2025-10-26_367,punjab_stubble_belt,2025-10-26,31.5011,75.2413,272.0,316.3,Very Poor,23
HS_punjab_stubble_belt_2025-10-26_368,punjab_stubble_belt,2025-10-26,31.7803,74.7303,227.1,270.6,Poor,19
HS_punjab_stubble_belt_2025-10-26_369,punjab_stubble_belt,2025-10-26,31.7531,74.9844,235.5,266.3,Poor,16
HS_punjab_stubble_belt_2025-10-26_370,punjab_stubble_belt,2025-10-26,31.7719,75.2359,253.0,326.4,Very Poor,16
HS_punjab_stubble_belt_2025-10-27_371,punjab_stubble_belt,2025-10-27,31.325,74.65,213.0,213.3,Poor,2
HS_punjab_stubble_belt_2025-10-27_372,punjab_stubble_belt,2025-10-27,31.325,74.995,237.2,280.6,Poor,5
HS_punjab_stubble_belt_2025-10-27_373,punjab_stubble_belt,2025-10-27,31.325,75.2437,256.7,282.5,Poor,4
HS_punjab_stubble_belt_2025-10-27_374,punjab_stubble_belt,2025-10-27,31.5058,74.7308,230.3,263.6,Poor,26
HS_punjab_stubble_belt_2025-10-27_375,punjab_stubble_belt,2025-10-27,31.495,74.9967,247.3,298.5,Poor,30
HS_punjab_stubble_belt_2025-10-27_376,punjab_stubble_belt,2025-10-27,31.4673,75.2288,225.9,254.6,Poor,13
HS_punjab_stubble_belt_2025-10-27_377,punjab_stubble_belt,2025-10-27,31.7795,74.725,230.6,258.0,Poor,22
HS_punjab_stubble_belt_2025-10-27_378,punjab_stubble_belt,2025-10-27,31.7676,74.9954,252.8,329.3,Very Poor,27
HS_punjab_stubble_belt_2025-10-27_379,punjab_stubble_belt,2025-10-27,31.76,75.235,225.7,253.2,Poor,10
HS_punjab_stubble_belt_2025-10-28_380,punjab_stubble_belt,2025-10-28,31.325,74.725,284.4,297.1,Poor,5
HS_punjab_stubble_belt_2025-10-28_381,punjab_stubble_belt,2025-10-28,31.325,75.0,297.5,326.5,Very Poor,6
HS_punjab_stubble_belt_2025-10-28_382,punjab_stubble_belt,2025-10-28,31.325,75.2437,289.0,314.0,Very Poor,4
HS_punjab_stubble_belt_2025-10-28_383,punjab_stubble_belt,2025-10-28,31.5,74.725,310.1,368.6,Very Poor,30
HS_punjab_stubble_belt_2025-10-28_384,punjab_stubble_belt,2025-10-28,31.4993,74.9979,280.5,352.3,Very Poor,35
HS_punjab_stubble_belt_2025-10-28_385,punjab_stubble_belt,2025-10-28,31.5011,75.2413,300.6,360.1,Very Poor,23
HS_punjab_stubble_belt_2025-10-28_386,punjab_stubble_belt,2025-10-28,31.7771,74.725,273.1,317.0,Very Poor,24
HS_punjab_stubble_belt_2025-10-28_387,punjab_stubble_belt,2025-10-28,31.775,75.0,274.8,325.4,Very Poor,30
HS_punjab_stubble_belt_2025-10-28_388,punjab_stubble_belt,2025-10-28,31.7776,75.2408,294.6,340.7,Very Poor,19
HS_punjab_stubble_belt_2025-10-29_389,punjab_stubble_belt,2025-10-29,31.325,74.725,252.8,267.9,Poor,5
HS_punjab_stubble_belt_2025-10-29_390,punjab_stubble_belt,2025-10-29,31.325,75.0,269.0,315.9,Very Poor,6
HS_punjab_stubble_belt_2025-10-29_391,punjab_stubble_belt,2025-10-29,31.325,75.2437,245.2,266.0,Poor,4
HS_punjab_stubble_belt_2025-10-29_392,punjab_stubble_belt,2025-10-29,31.5,74.725,257.2,316.1,Very Poor,30
HS_punjab_stubble_belt_2025-10-29_393,punjab_stubble_belt,2025-10-29,31.4817,74.9967,258.1,330.8,Very Poor,30
HS_punjab_stubble_belt_2025-10-29_394,punjab_stubble_belt,2025-10-29,31.4617,75.2483,229.6,250.6,Poor,15
HS_punjab_stubble_belt_2025-10-29_395,punjab_stubble_belt,2025-10-29,31.7682,74.725,253.9,324.1,Very Poor,22
HS_punjab_stubble_belt_2025-10-29_396,punjab_stubble_belt,2025-10-29,31.7788,74.9962,224.5,269.5,Poor,26
HS_punjab_stubble_belt_2025-10-29_397,punjab_stubble_belt,2025-10-29,31.7776,75.2408,241.4,317.5,Very Poor,19
HS_punjab_stubble_belt_2025-10-30_398,punjab_stubble_belt,2025-10-30,31.325,74.725,280.5,329.9,Very Poor,5
HS_punjab_stubble_belt_2025-10-30_399,punjab_stubble_belt,2025-10-30,31.325,75.0,267.9,327.2,Very Poor,6
HS_punjab_stubble_belt_2025-10-30_400,punjab_stubble_belt,2025-10-30,31.325,75.225,234.8,250.0,Poor,3
HS_punjab_stubble_belt_2025-10-30_401,punjab_stubble_belt,2025-10-30,31.5,74.725,280.8,359.1,Very Poor,30
HS_punjab_stubble_belt_2025-10-30_402,punjab_stubble_belt,2025-10-30,31.5054,74.9489,262.3,350.5,Very Poor,23
HS_punjab_stubble_belt_2025-10-30_403,punjab_stubble_belt,2025-10-30,31.4705,75.2295,215.1,235.1,Poor,11
HS_punjab_stubble_belt_2025-10-30_404,punjab_stubble_belt,2025-10-30,31.7417,74.7125,231.8,272.5,Poor,12
HS_punjab_stubble_belt_2025-10-30_405,punjab_stubble_belt,2025-10-30,31.7321,75.0143,215.3,241.2,Poor,14
HS_punjab_stubble_belt_2025-10-30_406,punjab_stubble_belt,2025-10-30,31.8028,75.2806,213.1,245.7,Poor,9
HS_punjab_stubble_belt_2025-10-31_407,punjab_stubble_belt,2025-10-31,31.325,74.675,235.0,252.5,Poor,3
HS_punjab_stubble_belt_2025-10-31_408,punjab_stubble_belt,2025-10-31,31.325,75.015,269.7,300.5,Very Poor,5
HS_punjab_stubble_belt_2025-10-31_409,punjab_stubble_belt,2025-10-31,31.325,75.2875,228.8,238.0,Poor,2
HS_punjab_stubble_belt_2025-10-31_410,punjab_stubble_belt,2025-10-31,31.475,74.7091,277.0,412.0,Severe,22
HS_punjab_stubble_belt_2025-10-31_411,punjab_stubble_belt,2025-10-31,31.4938,75.0109,249.6,338.9,Very Poor,32
HS_punjab_stubble_belt_2025-10-31_412,punjab_stubble_belt,2025-10-31,31.525,75.2458,240.4,295.4,Poor,18
HS_punjab_stubble_belt_2025-10-31_413,punjab_stubble_belt,2025-10-31,31.7727,74.7341,240.0,287.6,Poor,22
HS_punjab_stubble_belt_2025-10-31_414,punjab_stubble_belt,2025-10-31,31.7846,75.0077,244.5,303.9,Very Poor,26
HS_punjab_stubble_belt_2025-10-31_415,punjab_stubble_belt,2025-10-31,31.7806,75.2444,237.3,290.4,Poor,18
HS_punjab_stubble_belt_2025-11-01_416,punjab_stubble_belt,2025-11-01,31.325,74.725,303.8,338.9,Very Poor,5
HS_punjab_stubble_belt_2025-11-01_417,punjab_stubble_belt,2025-11-01,31.325,75.0,277.3,316.5,Very Poor,6
HS_punjab_stubble_belt_2025-11-01_418,punjab_stubble_belt,2025-11-01,31.325,75.2437,252.6,260.2,Poor,4
HS_punjab_stubble_belt_2025-11-01_419,punjab_stubble_belt,2025-11-01,31.5009,74.7284,295.2,393.8,Very Poor,29
HS_punjab_stubble_belt_2025-11-01_420,punjab_stubble_belt,2025-11-01,31.5,75.0,264.7,337.2,Very Poor,36
HS_punjab_stubble_belt_2025-11-01_421,punjab_stubble_belt,2025-11-01,31.5011,75.2413,263.4,340.5,Very Poor,23
HS_punjab_stubble_belt_2025-11-01_422,punjab_stubble_belt,2025-11-01,31.775,74.725,251.8,315.8,Very Poor,25
HS_punjab_stubble_belt_2025-11-01_423,punjab_stubble_belt,2025-11-01,31.781,75.007,251.2,317.2,Very Poor,25
HS_punjab_stubble_belt_2025-11-01_424,punjab_stubble_belt,2025-11-01,31.7722,75.2444,252.1,329.3,Very Poor,18
HS_punjab_stubble_belt_2025-11-02_425,punjab_stubble_belt,2025-11-02,31.325,74.725,311.3,318.2,Very Poor,5
HS_punjab_stubble_belt_2025-11-02_426,punjab_stubble_belt,2025-11-02,31.325,75.0,308.5,329.9,Very Poor,6
HS_punjab_stubble_belt_2025-11-02_427,punjab_stubble_belt,2025-11-02,31.325,75.2437,315.8,324.8,Very Poor,4
HS_punjab_stubble_belt_2025-11-02_428,punjab_stubble_belt,2025-11-02,31.5,74.725,289.2,375.7,Very Poor,30
HS_punjab_stubble_belt_2025-11-02_429,punjab_stubble_belt,2025-11-02,31.4977,74.9947,266.1,340.9,Very Poor,33
HS_punjab_stubble_belt_2025-11-02_430,punjab_stubble_belt,2025-11-02,31.5011,75.2413,302.9,340.1,Very Poor,23
HS_punjab_stubble_belt_2025-11-02_431,punjab_stubble_belt,2025-11-02,31.7663,74.7228,266.1,323.7,Very Poor,23
HS_punjab_stubble_belt_2025-11-02_432,punjab_stubble_belt,2025-11-02,31.775,75.0,250.7,338.4,Very Poor,30
HS_punjab_stubble_belt_2025-11-02_433,punjab_stubble_belt,2025-11-02,31.7691,75.2382,235.2,279.3,Poor,17
HS_punjab_stubble_belt_2025-11-03_434,punjab_stubble_belt,2025-11-03,31.325,74.725,254.6,280.9,Poor,5
HS_punjab_stubble_belt_2025-11-03_435,punjab_stubble_belt,2025-11-03,31.325,75.0,263.7,286.1,Poor,6
HS_punjab_stubble_belt_2025-11-03_436,punjab_stubble_belt,2025-11-03,31.325,75.2437,248.3,265.6,Poor,4
HS_punjab_stubble_belt_2025-11-03_437,punjab_stubble_belt,2025-11-03,31.5026,74.7216,289.7,431.0,Severe,29
HS_punjab_stubble_belt_2025-11-03_438,punjab_stubble_belt,2025-11-03,31.5083,75.0053,266.5,311.9,Very Poor,33
HS_punjab_stubble_belt_2025-11-03_439,punjab_stubble_belt,2025-11-03,31.5023,75.242,233.6,276.6,Poor,22
HS_punjab_stubble_belt_2025-11-03_440,punjab_stubble_belt,2025-11-03,31.775,74.725,268.3,323.4,Very Poor,25
HS_punjab_stubble_belt_2025-11-03_441,punjab_stubble_belt,2025-11-03,31.767,75.003,254.1,329.3,Very Poor,25
HS_punjab_stubble_belt_2025-11-03_442,punjab_stubble_belt,2025-11-03,31.7833,75.2444,240.5,326.8,Very Poor,18
HS_punjab_stubble_belt_2025-11-04_443,punjab_stubble_belt,2025-11-04,31.325,74.725,255.0,299.4,Poor,5
HS_punjab_stubble_belt_2025-11-04_444,punjab_stubble_belt,2025-11-04,31.325,75.0,286.3,300.5,Very Poor,6
HS_punjab_stubble_belt_2025-11-04_445,punjab_stubble_belt,2025-11-04,31.325,75.2437,308.8,358.6,Very Poor,4
HS_punjab_stubble_belt_2025-11-04_446,punjab_stubble_belt,2025-11-04,31.5,74.725,284.1,365.1,Very Poor,30
HS_punjab_stubble_belt_2025-11-04_447,punjab_stubble_belt,2025-11-04,31.5,75.0,273.1,362.9,Very Poor,36
HS_punjab_stubble_belt_2025-11-04_448,punjab_stubble_belt,2025-11-04,31.5011,75.2413,307.6,395.1,Very Poor,23
HS_punjab_stubble_belt_2025-11-04_449,punjab_stubble_belt,2025-11-04,31.775,74.725,251.5,301.4,Very Poor,25
